,tweet_id,text,favorite_count,retweet_count,created_at
84,1412955537587777537,"RT @omelete: DEZ ANOS DO FINAL DE HARRY POTTER! ⚡

Em 07 de julho de 2011, aconteceu a première mundial de Harry Potter e as Relíquias da M…",0,97,Thu Jul 08 02:03:46 +0000 2021
85,1412955532562812928,Check out this listing I just added to my #Poshmark closet: Kids Harry Potter Solemnly Swear Pajama Set.… https://t.co/Vj3qTh2wpJ,0,0,Thu Jul 08 02:03:45 +0000 2021
86,1412955525675954176,"RT @HarryPotteerBR: 7 de julho de 2011: Dez anos atrás, Harry Potter e as Relíquias da Morte: Parte 2 estreou em Londres. https://t.co/gq2O…",0,791,Thu Jul 08 02:03:43 +0000 2021
87,1412955518294020101,"@PyramidABC Took a while for the judge to decide if they'd accept 'JK Rowling' as a clue for the ""Harry Potter"" cat… https://t.co/EBkbBZJgyb",0,0,Thu Jul 08 02:03:41 +0000 2021
88,1412955516855332871,"• ────── ✾ ────── •

Michis gatácticos as personajes de Harry Potter

• ────── ✾ ────── • https://t.co/35dDnmZ8Mp",2,1,Thu Jul 08 02:03:41 +0000 2021
89,1412955505182470144,"RT @jupitbur: if you’re in any sub twt, i don’t care if it’s kpop, mcyt, harry potter, genshin idc. read this thread!! /safe",0,41,Thu Jul 08 02:03:38 +0000 2021
90,1412955488376004610,RT @marlvswtson: todo era más lindo cuando Harry Potter estaba en Netflix,0,758,Thu Jul 08 02:03:34 +0000 2021
91,1412955472668336129,Esse final de semana eu vou maratonar Harry Potter,0,0,Thu Jul 08 02:03:30 +0000 2021
92,1412955404561272834,RT @lorimaciel_: NÃO CONFIE EM PESSOAS QUE PREFEREM DRACO BELLATRIX DUMBLEDORE CHO CHANG DO QUE A MAIOR LENDA DE HARRY POTTER QUE É HERMION…,0,458,Thu Jul 08 02:03:14 +0000 2021
93,1412955389679874055,Harry potter vs hızlı ve öfkeli tartışması,0,0,Thu Jul 08 02:03:10 +0000 2021
94,1412955385854664712,Siempre es bueno ver Harry Potter,1,0,Thu Jul 08 02:03:10 +0000 2021
95,1412955371531079682,RT @marlvswtson: todo era más lindo cuando Harry Potter estaba en Netflix,0,758,Thu Jul 08 02:03:06 +0000 2021
96,1412955350635065345,"RT @HarryPotteerBR: 7 de julho de 2011: Dez anos atrás, Harry Potter e as Relíquias da Morte: Parte 2 estreou em Londres. https://t.co/gq2O…",0,791,Thu Jul 08 02:03:01 +0000 2021
97,1412955343559163905,"RT @HPotterUniverse: The first and last Harry Potter premieres in London.

#10YearsDeathlyHallows2Premiere https://t.co/kLytxqaupV",0,46,Thu Jul 08 02:03:00 +0000 2021
98,1412955341688541191,a paixao pelo sandro me fazendo cogitar em gastar numa almofada sonora do harry potter em formato de chapeu,2,0,Thu Jul 08 02:02:59 +0000 2021
99,1412955329344720899,RT @TheDailyHPotter: Behind the scenes of Harry Potter! https://t.co/RZuclhMZeH,0,285,Thu Jul 08 02:02:56 +0000 2021
100,1412955318494060545,RT @marlvswtson: todo era más lindo cuando Harry Potter estaba en Netflix,0,758,Thu Jul 08 02:02:54 +0000 2021
101,1412955316694798336,RT @cinepop: 'Harry Potter e as Relíquias da Morte - Parte 2' faz 10 anos; Veja curiosidades sobre a produção! - https://t.co/oiHgoogSPX ht…,0,5,Thu Jul 08 02:02:53 +0000 2021
102,1412955309845487616,"RT @nat_wsa: ❥︎ 𝑯𝒊𝒎 𝒂𝒏𝒅 𝑰 - Drarry

Onde Harry Potter acaba sem querer tirando foto do filho do Presidente

[au - Drarry - romance - sem ma…",0,31,Thu Jul 08 02:02:51 +0000 2021
103,1412955302383738883,"RT @EiProfeta: Harry Potter, El Señor de los Anillos y Shrek se estrenaron hace 20 años.

Yo: https://t.co/rPxkuT7YdB",0,1023,Thu Jul 08 02:02:50 +0000 2021
104,1412955300240494593,"RT @nacaomarveI: O CROSSOVER DO MILÊNIO.

#LOKI CHEGANDO EM HOGWARTS COM A SYLVIE PRA VISITAR O HARRY POTTER https://t.co/rd3kWedJ2M",0,344,Thu Jul 08 02:02:49 +0000 2021
105,1412955298554421249,RT @noirwhills: potterhead? jamais! apenas gosto muito de harry potter,0,203,Thu Jul 08 02:02:49 +0000 2021
